"순번","노선명(도로명)","도로종류","도로기능","도로규모","도로폭","시도구도구분"
"11109","무명도로-3464","일반도로","기타","소로","6m미만","구도"
"11110","무명도로-3466","일반도로","기타","소로","6m미만","구도"
"11111","무명도로-3469","일반도로","기타","소로","6m미만","구도"
"11112","무명도로-34703","일반도로","기타","소로","6m미만","구도"
"11113","무명도로-34704","일반도로","기타","소로","6m미만","구도"
"11114","무명도로-3472","일반도로","기타","소로","6m미만","구도"
"11115","무명도로-3475","일반도로","기타","소로","6m미만","구도"
"11116","무명도로-3476","일반도로","기타","소로","6m미만","구도"
"11117","무명도로-3477","일반도로","기타","소로","6m미만","구도"
"11118","무명도로-3478","일반도로","기타","소로","6m미만","구도"
"11119","무명도로-3479","일반도로","기타","소로","6m미만","구도"
"11120","무명도로-34791","일반도로","기타","소로","6m미만","구도"
"11121","무명도로-3480","일반도로","기타","소로","6m미만","구도"
"11122","무명도로-3481","일반도로","기타","소로","6m미만","구도"
"11123","무명도로-3482","일반도로","기타","소로","6m미만","구도"
"11124","무명도로-34824","일반도로","기타","소로","6m미만","구도"
"11125","무명도로-34830","일반도로","기타","소로","6m미만","구도"
"11126","무명도로-3484","일반도로","기타","소로","6m미만","구도"
"11127","무명도로-34847","일반도로","기타","소로","6m미만","구도"
"11128","무명도로-34851","일반도로","국지도로","소로","6m미만","구도"
"11129","무명도로-3486","일반도로","기타","소로","6m미만","구도"
"11130","무명도로-34870","일반도로","기타","소로","6m미만","구도"
"11131","무명도로-34872","일반도로","기타","소로","6m미만","구도"
"11132","무명도로-34876","일반도로","기타","소로","6m미만","구도"
"11133","무명도로-34905","일반도로","기타","소로","6m미만","구도"
"11134","무명도로-3491","일반도로","기타","소로","6m미만","구도"
"11135","무명도로-34914","일반도로","기타","소로","6m미만","구도"
"11136","무명도로-34917","일반도로","기타","소로","6m미만","구도"
"11137","무명도로-3492","일반도로","기타","소로","6m미만","구도"
"11138","무명도로-34933","일반도로","기타","소로","6m미만","구도"
"11139","무명도로-34937","일반도로","기타","소로","6m미만","구도"
"11140","무명도로-34938","일반도로","기타","소로","6m미만","구도"
"11141","무명도로-34939","일반도로","기타","소로","6m미만","구도"
"11142","무명도로-34947","일반도로","기타","소로","6m미만","구도"
"11143","무명도로-34950","일반도로","기타","소로","6m미만","구도"
"11144","무명도로-34970","일반도로","기타","소로","6m미만","구도"
"11145","무명도로-34971","일반도로","기타","소로","6m미만","구도"
"11146","무명도로-34994","일반도로","국지도로","소로","6m미만","구도"
"11147","무명도로-35002","일반도로","기타","소로","6m미만","구도"
"11148","무명도로-35007","일반도로","기타","소로","6m미만","구도"
"11149","무명도로-35008","일반도로","기타","소로","6m미만","구도"
"11150","무명도로-35010","일반도로","기타","소로","6m미만","구도"
"11151","무명도로-35012","일반도로","국지도로","소로","6m미만","구도"
"11152","무명도로-35017","일반도로","기타","소로","6m미만","구도"
"11153","무명도로-35018","일반도로","기타","소로","6m미만","구도"
"11154","무명도로-3503","일반도로","기타","소로","6m미만","구도"
"11155","무명도로-35032","일반도로","국지도로","소로","6m미만","구도"
"11156","무명도로-35044","일반도로","국지도로","소로","6m미만","구도"
"11157","무명도로-35060","일반도로","기타","소로","6m미만","구도"
"11158","무명도로-35064","일반도로","국지도로","소로","6m미만","구도"
"11159","무명도로-3507","일반도로","기타","소로","6m미만","구도"
"11160","무명도로-35074","일반도로","국지도로","소로","6m미만","구도"
"11161","무명도로-3508","일반도로","기타","소로","6m미만","구도"
"11162","무명도로-35087","일반도로","기타","소로","6m미만","구도"
"11163","무명도로-35097","일반도로","기타","소로","6m미만","구도"
"11164","무명도로-35098","일반도로","기타","소로","6m미만","구도"
"11165","무명도로-3510","일반도로","기타","소로","6m미만","구도"
"11166","무명도로-35101","일반도로","기타","소로","6m미만","구도"
"11167","무명도로-35102","일반도로","기타","소로","6m미만","구도"
"11168","무명도로-35103","일반도로","기타","소로","6m미만","구도"
"11169","무명도로-35104","일반도로","기타","소로","6m미만","구도"
"11170","무명도로-35113","일반도로","기타","소로","6m미만","구도"
"11171","무명도로-35114","일반도로","기타","소로","6m미만","구도"
"11172","무명도로-3513","일반도로","기타","소로","6m미만","구도"
"11173","무명도로-35137","일반도로","기타","소로","6m미만","구도"
"11174","무명도로-35140","일반도로","기타","소로","6m미만","구도"
"11175","무명도로-35145","일반도로","기타","소로","6m미만","구도"
"11176","무명도로-35149","일반도로","기타","소로","6m미만","구도"
"11177","무명도로-35156","일반도로","기타","소로","6m미만","구도"
"11178","무명도로-35157","일반도로","기타","소로","6m미만","구도"
"11179","무명도로-35158","일반도로","기타","소로","6m미만","구도"
"11180","무명도로-35184","일반도로","기타","소로","6m미만","구도"
"11181","무명도로-35186","일반도로","기타","소로","6m미만","구도"
"11182","무명도로-35191","일반도로","기타","소로","6m미만","구도"
"11183","무명도로-35192","일반도로","기타","소로","6m미만","구도"
"11184","무명도로-35193","일반도로","기타","소로","6m미만","구도"
"11185","무명도로-3520","일반도로","기타","소로","6m미만","구도"
"11186","무명도로-35207","일반도로","국지도로","소로","6m미만","구도"
"11187","무명도로-35233","일반도로","기타","소로","6m미만","구도"
"11188","무명도로-35288","일반도로","국지도로","소로","6m미만","구도"
"11189","무명도로-35292","일반도로","기타","소로","6m미만","구도"
"11190","무명도로-3530","일반도로","기타","소로","6m미만","구도"
"11191","무명도로-35312","일반도로","기타","소로","6m미만","구도"
"11192","무명도로-3537","일반도로","기타","소로","6m미만","구도"
"11193","무명도로-35390","일반도로","국지도로","소로","6m미만","구도"
"11194","무명도로-35448","일반도로","기타","소로","6m미만","구도"
"11195","무명도로-35535","일반도로","국지도로","소로","6m미만","구도"
"11196","무명도로-35575","일반도로","국지도로","소로","6m미만","구도"
"11197","무명도로-35680","일반도로","국지도로","소로","6m미만","구도"
"11198","무명도로-35691","일반도로","기타","소로","6m미만","구도"
"11199","무명도로-35765","일반도로","기타","소로","6m미만","구도"
"11200","무명도로-35779","일반도로","기타","소로","6m미만","구도"
"11201","무명도로-3586","일반도로","기타","소로","6m미만","구도"
"11202","무명도로-35880","일반도로","기타","소로","6m미만","구도"
"11203","무명도로-35886","일반도로","기타","소로","6m미만","구도"
"11204","무명도로-35901","일반도로","기타","소로","6m미만","구도"
"11205","무명도로-35908","일반도로","기타","소로","6m미만","구도"
"11206","무명도로-35924","일반도로","기타","소로","6m미만","구도"
"11207","무명도로-35932","일반도로","국지도로","소로","6m미만","구도"
"11208","무명도로-3594","일반도로","기타","소로","6m미만","구도"
"11209","무명도로-36007","일반도로","기타","소로","6m미만","구도"
"11210","무명도로-36030","일반도로","국지도로","소로","6m미만","구도"
"11211","무명도로-36069","일반도로","국지도로","소로","6m미만","구도"
"11212","무명도로-36081","일반도로","기타","소로","6m미만","구도"
"11213","무명도로-3610","일반도로","기타","소로","6m미만","구도"
"11214","무명도로-36164","일반도로","국지도로","소로","6m미만","구도"
"11215","무명도로-3618","일반도로","기타","소로","6m미만","구도"
"11216","무명도로-36218","일반도로","국지도로","소로","6m미만","구도"
"11217","무명도로-36251","일반도로","국지도로","소로","6m미만","구도"
"11218","무명도로-36254","일반도로","기타","소로","6m미만","구도"
"11219","무명도로-36279","일반도로","기타","소로","6m미만","구도"
"11220","무명도로-36281","일반도로","국지도로","소로","6m미만","구도"
"11221","무명도로-36283","일반도로","기타","소로","6m미만","구도"
"11222","무명도로-36285","일반도로","기타","소로","6m미만","구도"
"11223","무명도로-36288","일반도로","기타","소로","6m미만","구도"
"11224","무명도로-36291","일반도로","국지도로","소로","6m미만","구도"
"11225","무명도로-36306","일반도로","국지도로","소로","6m미만","구도"
"11226","무명도로-36307","일반도로","국지도로","소로","6m미만","구도"
"11227","무명도로-36332","일반도로","국지도로","소로","6m미만","구도"
"11228","무명도로-36340","일반도로","기타","소로","6m미만","구도"
"11229","무명도로-36350","일반도로","기타","소로","6m미만","구도"
"11230","무명도로-36360","일반도로","기타","소로","6m미만","구도"
"11231","무명도로-36369","일반도로","기타","소로","6m미만","구도"
"11232","무명도로-36400","일반도로","기타","소로","6m미만","구도"
"11233","무명도로-36409","일반도로","기타","소로","6m미만","구도"
"11234","무명도로-36416","일반도로","국지도로","소로","6m미만","구도"
"11235","무명도로-36439","일반도로","국지도로","소로","6m미만","구도"
"11236","무명도로-36459","일반도로","기타","소로","6m미만","구도"
"11237","무명도로-36466","일반도로","기타","소로","6m미만","구도"
"11238","무명도로-36474","일반도로","국지도로","소로","6m미만","구도"
"11239","무명도로-36506","일반도로","국지도로","소로","6m미만","구도"
"11240","무명도로-3651","일반도로","기타","소로","6m미만","구도"
"11241","무명도로-36512","일반도로","국지도로","소로","6m미만","구도"
"11242","무명도로-36526","일반도로","기타","소로","6m미만","구도"
"11243","무명도로-36545","일반도로","국지도로","소로","6m미만","구도"
"11244","무명도로-3655","일반도로","기타","소로","6m미만","구도"
"11245","무명도로-36562","일반도로","국지도로","소로","6m미만","구도"
"11246","무명도로-36571","일반도로","기타","소로","6m미만","구도"
"11247","무명도로-36586","일반도로","기타","소로","6m미만","구도"
"11248","무명도로-36592","일반도로","국지도로","소로","6m미만","구도"
"11249","무명도로-36608","일반도로","국지도로","소로","6m미만","구도"
"11250","무명도로-36736","일반도로","기타","소로","6m미만","구도"
"11251","무명도로-36772","일반도로","국지도로","소로","6m미만","구도"
"11252","무명도로-36779","일반도로","기타","소로","6m미만","구도"
"11253","무명도로-36783","일반도로","국지도로","소로","6m미만","구도"
"11254","무명도로-36799","일반도로","기타","소로","6m미만","구도"
"11255","무명도로-36810","일반도로","국지도로","소로","6m미만","구도"
"11256","무명도로-36821","일반도로","기타","소로","6m미만","구도"
"11257","무명도로-36822","일반도로","기타","소로","6m미만","구도"
"11258","무명도로-36837","일반도로","국지도로","소로","6m미만","구도"
"11259","무명도로-36856","일반도로","기타","소로","6m미만","구도"
"11260","무명도로-3687","일반도로","기타","소로","6m미만","구도"
"11261","무명도로-36870","일반도로","국지도로","소로","6m미만","구도"
"11262","무명도로-36920","일반도로","국지도로","소로","6m미만","구도"
"11263","무명도로-36947","일반도로","국지도로","소로","6m미만","구도"
"11264","무명도로-37","일반도로","기타","소로","6m미만","구도"
"11265","무명도로-37012","일반도로","기타","소로","6m미만","구도"
"11266","무명도로-37049","일반도로","기타","소로","6m미만","구도"
"11267","무명도로-3709","일반도로","기타","소로","6m미만","구도"
"11268","무명도로-37094","일반도로","기타","소로","6m미만","구도"
"11269","무명도로-37104","일반도로","기타","소로","6m미만","구도"
"11270","무명도로-37117","일반도로","기타","소로","6m미만","구도"
"11271","무명도로-37122","일반도로","기타","소로","6m미만","구도"
"11272","무명도로-37133","일반도로","기타","소로","6m미만","구도"
"11273","무명도로-37138","일반도로","기타","소로","6m미만","구도"
"11274","무명도로-37152","일반도로","기타","소로","6m미만","구도"
"11275","무명도로-37198","일반도로","기타","소로","6m미만","구도"
"11276","무명도로-37207","일반도로","기타","소로","6m미만","구도"
"11277","무명도로-37222","일반도로","기타","소로","6m미만","구도"
"11278","무명도로-37237","일반도로","국지도로","소로3류","폭6-8m","구도"
"11279","무명도로-37252","일반도로","기타","소로","6m미만","구도"
"11280","무명도로-37254","일반도로","기타","소로","6m미만","구도"
"11281","무명도로-37292","일반도로","기타","소로","6m미만","구도"
"11282","무명도로-37294","일반도로","기타","소로","6m미만","구도"
"11283","무명도로-3731","일반도로","기타","소로","6m미만","구도"
"11284","무명도로-37358","일반도로","기타","소로","6m미만","구도"
"11285","무명도로-3737","일반도로","기타","소로","6m미만","구도"
"11286","무명도로-37373","일반도로","기타","소로","6m미만","구도"
"11287","무명도로-37376","일반도로","기타","소로","6m미만","구도"
"11288","무명도로-37378","일반도로","기타","소로","6m미만","구도"
"11289","무명도로-37380","일반도로","기타","소로","6m미만","구도"
"11290","무명도로-37396","일반도로","기타","소로","6m미만","구도"
"11291","무명도로-37406","일반도로","기타","소로","6m미만","구도"
"11292","무명도로-3741","일반도로","기타","소로","6m미만","구도"
"11293","무명도로-37423","일반도로","기타","소로","6m미만","구도"
"11294","무명도로-37428","일반도로","기타","소로","6m미만","구도"
"11295","무명도로-37447","일반도로","기타","소로","6m미만","구도"
"11296","무명도로-37449","일반도로","기타","소로","6m미만","구도"
"11297","무명도로-37451","일반도로","기타","소로","6m미만","구도"
"11298","무명도로-3752","일반도로","기타","소로","6m미만","구도"
"11299","무명도로-3755","일반도로","기타","소로","6m미만","구도"
"11300","무명도로-3764","일반도로","기타","소로","6m미만","구도"
"11301","무명도로-3767","일반도로","기타","소로","6m미만","구도"
"11302","무명도로-3768","일반도로","기타","소로","6m미만","구도"
"11303","무명도로-37762","일반도로","기타","소로","6m미만","구도"
"11304","무명도로-37766","일반도로","기타","소로","6m미만","구도"
"11305","무명도로-37811","일반도로","기타","소로","6m미만","구도"
"11306","무명도로-37899","일반도로","기타","소로","6m미만","구도"
"11307","무명도로-37937","일반도로","기타","소로","6m미만","구도"
"11308","무명도로-37939","일반도로","기타","소로","6m미만","구도"
"11309","무명도로-37940","일반도로","기타","소로","6m미만","구도"
"11310","무명도로-38","일반도로","기타","소로","6m미만","구도"
"11311","무명도로-38019","일반도로","기타","소로","6m미만","구도"
"11312","무명도로-38042","일반도로","기타","소로","6m미만","구도"
"11313","무명도로-3817","일반도로","기타","소로","6m미만","구도"
"11314","무명도로-38186","일반도로","국지도로","소로","6m미만","구도"
"11315","무명도로-3820","일반도로","기타","소로","6m미만","구도"
"11316","무명도로-38206","일반도로","기타","소로","6m미만","구도"
"11317","무명도로-38209","일반도로","국지도로","소로","6m미만","구도"
"11318","무명도로-38210","일반도로","기타","소로","6m미만","구도"
"11319","무명도로-3823","일반도로","기타","소로","6m미만","구도"
"11320","무명도로-38238","일반도로","기타","소로","6m미만","구도"
"11321","무명도로-3825","일반도로","기타","소로","6m미만","구도"
"11322","무명도로-38256","일반도로","기타","소로","6m미만","구도"
"11323","무명도로-38258","일반도로","기타","소로","6m미만","구도"
"11324","무명도로-38259","일반도로","기타","소로","6m미만","구도"
"11325","무명도로-38268","일반도로","기타","소로","6m미만","구도"
"11326","무명도로-38272","일반도로","기타","소로","6m미만","구도"
"11327","무명도로-38278","일반도로","기타","소로","6m미만","구도"
"11328","무명도로-38280","일반도로","기타","소로","6m미만","구도"
"11329","무명도로-38282","일반도로","기타","소로","6m미만","구도"
"11330","무명도로-38283","일반도로","기타","소로","6m미만","구도"
"11331","무명도로-38284","일반도로","기타","소로","6m미만","구도"
"11332","무명도로-38286","일반도로","기타","소로","6m미만","구도"
"11333","무명도로-38288","일반도로","기타","소로","6m미만","구도"
"11334","무명도로-38292","일반도로","기타","소로","6m미만","구도"
"11335","무명도로-38296","일반도로","기타","소로","6m미만","구도"
"11336","무명도로-3830","일반도로","기타","소로","6m미만","구도"
"11337","무명도로-38300","일반도로","기타","소로","6m미만","구도"
"11338","무명도로-38302","일반도로","기타","소로","6m미만","구도"
"11339","무명도로-38309","일반도로","기타","소로","6m미만","구도"
"11340","무명도로-38311","일반도로","기타","소로","6m미만","구도"
"11341","무명도로-38312","일반도로","기타","소로","6m미만","구도"
"11342","무명도로-38313","일반도로","기타","소로","6m미만","구도"
"11343","무명도로-38320","일반도로","기타","소로","6m미만","구도"
"11344","무명도로-38324","일반도로","기타","소로","6m미만","구도"
"11345","무명도로-38325","일반도로","기타","소로","6m미만","구도"
"11346","무명도로-38340","일반도로","기타","소로","6m미만","구도"
"11347","무명도로-38373","일반도로","기타","소로","6m미만","구도"
"11348","무명도로-38374","일반도로","기타","소로","6m미만","구도"
"11349","무명도로-3838","일반도로","기타","소로","6m미만","구도"
"11350","무명도로-3839","일반도로","기타","소로","6m미만","구도"
"11351","무명도로-38397","일반도로","기타","소로","6m미만","구도"
"11352","무명도로-38399","일반도로","기타","소로","6m미만","구도"
"11353","무명도로-38400","일반도로","기타","소로","6m미만","구도"
"11354","무명도로-38420","일반도로","기타","소로","6m미만","구도"
"11355","무명도로-38425","일반도로","기타","소로","6m미만","구도"
"11356","무명도로-38426","일반도로","기타","소로","6m미만","구도"
"11357","무명도로-38428","일반도로","기타","소로","6m미만","구도"
"11358","무명도로-38432","일반도로","기타","소로","6m미만","구도"
"11359","무명도로-38443","일반도로","기타","소로","6m미만","구도"
"11360","무명도로-38449","일반도로","기타","소로","6m미만","구도"
"11361","무명도로-38452","일반도로","기타","소로","6m미만","구도"
"11362","무명도로-38455","일반도로","기타","소로","6m미만","구도"
"11363","무명도로-38456","일반도로","기타","소로","6m미만","구도"
"11364","무명도로-38457","일반도로","기타","소로","6m미만","구도"
"11365","무명도로-38458","일반도로","기타","소로","6m미만","구도"
"11366","무명도로-38459","일반도로","기타","소로","6m미만","구도"
"11367","무명도로-38462","일반도로","기타","소로","6m미만","구도"
"11368","무명도로-38464","일반도로","기타","소로","6m미만","구도"
"11369","무명도로-38467","일반도로","기타","소로","6m미만","구도"
"11370","무명도로-38468","일반도로","기타","소로","6m미만","구도"
"11371","무명도로-38471","일반도로","기타","소로","6m미만","구도"
"11372","무명도로-38473","일반도로","기타","소로","6m미만","구도"
"11373","무명도로-38474","일반도로","기타","소로","6m미만","구도"
"11374","무명도로-38476","일반도로","기타","소로","6m미만","구도"
"11375","무명도로-38478","일반도로","기타","소로","6m미만","구도"
"11376","무명도로-38479","일반도로","기타","소로","6m미만","구도"
"11377","무명도로-38480","일반도로","기타","소로","6m미만","구도"
"11378","무명도로-38482","일반도로","기타","소로","6m미만","구도"
"11379","무명도로-38483","일반도로","기타","소로","6m미만","구도"
"11380","무명도로-38484","일반도로","기타","소로","6m미만","구도"
"11381","무명도로-38486","일반도로","기타","소로","6m미만","구도"
"11382","무명도로-38487","일반도로","기타","소로","6m미만","구도"
"11383","무명도로-38488","일반도로","기타","소로","6m미만","구도"
"11384","무명도로-38492","일반도로","기타","소로","6m미만","구도"
"11385","무명도로-38493","일반도로","기타","소로","6m미만","구도"
"11386","무명도로-38494","일반도로","기타","소로","6m미만","구도"
"11387","무명도로-38496","일반도로","기타","소로","6m미만","구도"
"11388","무명도로-38498","일반도로","기타","소로","6m미만","구도"
"11389","무명도로-38500","일반도로","기타","소로","6m미만","구도"
"11390","무명도로-38502","일반도로","기타","소로","6m미만","구도"
"11391","무명도로-38504","일반도로","기타","소로","6m미만","구도"
"11392","무명도로-38511","일반도로","국지도로","소로","6m미만","구도"
"11393","무명도로-38545","일반도로","기타","소로","6m미만","구도"
"11394","무명도로-38549","일반도로","기타","소로","6m미만","구도"
"11395","무명도로-38554","일반도로","기타","소로","6m미만","구도"
"11396","무명도로-38563","일반도로","기타","소로","6m미만","구도"
"11397","무명도로-38564","일반도로","기타","소로","6m미만","구도"
"11398","무명도로-38565","일반도로","기타","소로","6m미만","구도"
"11399","무명도로-386","일반도로","기타","소로","6m미만","구도"
"11400","무명도로-38612","일반도로","기타","소로","6m미만","구도"
"11401","무명도로-38616","일반도로","기타","소로","6m미만","구도"
"11402","무명도로-38622","일반도로","기타","소로","6m미만","구도"
"11403","무명도로-38623","일반도로","기타","소로","6m미만","구도"
"11404","무명도로-38624","일반도로","기타","소로","6m미만","구도"
"11405","무명도로-38629","일반도로","기타","소로","6m미만","구도"
"11406","무명도로-3863","일반도로","기타","소로","6m미만","구도"
"11407","무명도로-38631","일반도로","기타","소로","6m미만","구도"
"11408","무명도로-3865","일반도로","기타","소로","6m미만","구도"
"11409","무명도로-38650","일반도로","기타","소로","6m미만","구도"
"11410","무명도로-38651","일반도로","기타","소로","6m미만","구도"
"11411","무명도로-38652","일반도로","기타","소로","6m미만","구도"
"11412","무명도로-38653","일반도로","기타","소로","6m미만","구도"
"11413","무명도로-38654","일반도로","기타","소로","6m미만","구도"
"11414","무명도로-38657","일반도로","기타","소로","6m미만","구도"
"11415","무명도로-38658","일반도로","기타","소로","6m미만","구도"
"11416","무명도로-38659","일반도로","기타","소로","6m미만","구도"
"11417","무명도로-3866","일반도로","기타","소로","6m미만","구도"
"11418","무명도로-38660","일반도로","기타","소로","6m미만","구도"
"11419","무명도로-38661","일반도로","기타","소로","6m미만","구도"
"11420","무명도로-38662","일반도로","기타","소로","6m미만","구도"
"11421","무명도로-38663","일반도로","기타","소로","6m미만","구도"
"11422","무명도로-38673","일반도로","기타","소로","6m미만","구도"
"11423","무명도로-38676","일반도로","기타","소로","6m미만","구도"
"11424","무명도로-38677","일반도로","기타","소로","6m미만","구도"
"11425","무명도로-38678","일반도로","기타","소로","6m미만","구도"
"11426","무명도로-38680","일반도로","기타","소로","6m미만","구도"
"11427","무명도로-38681","일반도로","기타","소로","6m미만","구도"
"11428","무명도로-38683","일반도로","기타","소로","6m미만","구도"
"11429","무명도로-38684","일반도로","기타","소로","6m미만","구도"
"11430","무명도로-38687","일반도로","기타","소로","6m미만","구도"
"11431","무명도로-38697","일반도로","기타","소로","6m미만","구도"
"11432","무명도로-38698","일반도로","기타","소로","6m미만","구도"
"11433","무명도로-38700","일반도로","기타","소로","6m미만","구도"
"11434","무명도로-38704","일반도로","기타","소로","6m미만","구도"
"11435","무명도로-38718","일반도로","기타","소로","6m미만","구도"
"11436","무명도로-38720","일반도로","기타","소로","6m미만","구도"
"11437","무명도로-38721","일반도로","기타","소로","6m미만","구도"
"11438","무명도로-38729","일반도로","기타","소로","6m미만","구도"
"11439","무명도로-38738","일반도로","기타","소로","6m미만","구도"
"11440","무명도로-3874","일반도로","기타","소로","6m미만","구도"
"11441","무명도로-38740","일반도로","기타","소로","6m미만","구도"
"11442","무명도로-38742","일반도로","기타","소로","6m미만","구도"
"11443","무명도로-38743","일반도로","기타","소로","6m미만","구도"
"11444","무명도로-38746","일반도로","기타","소로","6m미만","구도"
"11445","무명도로-38754","일반도로","기타","소로","6m미만","구도"
"11446","무명도로-38757","일반도로","기타","소로","6m미만","구도"
"11447","무명도로-38759","일반도로","기타","소로","6m미만","구도"
"11448","무명도로-38765","일반도로","기타","소로","6m미만","구도"
"11449","무명도로-38771","일반도로","기타","소로","6m미만","구도"
"11450","무명도로-38778","일반도로","기타","소로","6m미만","구도"
"11451","무명도로-38779","일반도로","기타","소로","6m미만","구도"
"11452","무명도로-38780","일반도로","기타","소로","6m미만","구도"
"11453","무명도로-38782","일반도로","기타","소로","6m미만","구도"
"11454","무명도로-38785","일반도로","기타","소로","6m미만","구도"
"11455","무명도로-38789","일반도로","기타","소로","6m미만","구도"
"11456","무명도로-38798","일반도로","기타","소로","6m미만","구도"
"11457","무명도로-38805","일반도로","기타","소로","6m미만","구도"
"11458","무명도로-38806","일반도로","기타","소로","6m미만","구도"
"11459","무명도로-38815","일반도로","기타","소로","6m미만","구도"
"11460","무명도로-38816","일반도로","기타","소로","6m미만","구도"
"11461","무명도로-38819","일반도로","기타","소로","6m미만","구도"
"11462","무명도로-38833","일반도로","기타","소로","6m미만","구도"
"11463","무명도로-38834","일반도로","기타","소로","6m미만","구도"
"11464","무명도로-38835","일반도로","기타","소로","6m미만","구도"
"11465","무명도로-38836","일반도로","기타","소로","6m미만","구도"
"11466","무명도로-38839","일반도로","기타","소로","6m미만","구도"
"11467","무명도로-38840","일반도로","기타","소로","6m미만","구도"
"11468","무명도로-38841","일반도로","기타","소로","6m미만","구도"
"11469","무명도로-38843","일반도로","기타","소로","6m미만","구도"
"11470","무명도로-38847","일반도로","기타","소로","6m미만","구도"
"11471","무명도로-38848","일반도로","기타","소로","6m미만","구도"
"11472","무명도로-38850","일반도로","기타","소로","6m미만","구도"
"11473","무명도로-38852","일반도로","기타","소로","6m미만","구도"
"11474","무명도로-38855","일반도로","기타","소로","6m미만","구도"
"11475","무명도로-38861","일반도로","기타","소로","6m미만","구도"
"11476","무명도로-38862","일반도로","기타","소로","6m미만","구도"
"11477","무명도로-38863","일반도로","기타","소로","6m미만","구도"
"11478","무명도로-38867","일반도로","기타","소로","6m미만","구도"
"11479","무명도로-38871","일반도로","기타","소로","6m미만","구도"
"11480","무명도로-38889","일반도로","기타","소로","6m미만","구도"
"11481","무명도로-38890","일반도로","기타","소로","6m미만","구도"
"11482","무명도로-38892","일반도로","기타","소로","6m미만","구도"
"11483","무명도로-38893","일반도로","기타","소로","6m미만","구도"
"11484","무명도로-38898","일반도로","기타","소로","6m미만","구도"
"11485","무명도로-38903","일반도로","기타","소로","6m미만","구도"
"11486","무명도로-38906","일반도로","기타","소로","6m미만","구도"
"11487","무명도로-38907","일반도로","기타","소로","6m미만","구도"
"11488","무명도로-38910","일반도로","기타","소로","6m미만","구도"
"11489","무명도로-38911","일반도로","기타","소로","6m미만","구도"
"11490","무명도로-38912","일반도로","기타","소로","6m미만","구도"
"11491","무명도로-38913","일반도로","기타","소로","6m미만","구도"
"11492","무명도로-38914","일반도로","기타","소로","6m미만","구도"
"11493","무명도로-38915","일반도로","기타","소로","6m미만","구도"
"11494","무명도로-38917","일반도로","기타","소로","6m미만","구도"
"11495","무명도로-38919","일반도로","기타","소로","6m미만","구도"
"11496","무명도로-38924","일반도로","기타","소로","6m미만","구도"
"11497","무명도로-38928","일반도로","기타","소로","6m미만","구도"
"11498","무명도로-38931","일반도로","기타","소로","6m미만","구도"
"11499","무명도로-38936","일반도로","기타","소로","6m미만","구도"
"11500","무명도로-38939","일반도로","기타","소로","6m미만","구도"
"11501","무명도로-38940","일반도로","기타","소로","6m미만","구도"
"11502","무명도로-38943","일반도로","기타","소로","6m미만","구도"
"11503","무명도로-38945","일반도로","기타","소로","6m미만","구도"
"11504","무명도로-38946","일반도로","기타","소로","6m미만","구도"
"11505","무명도로-38947","일반도로","기타","소로","6m미만","구도"
"11506","무명도로-38948","일반도로","기타","소로","6m미만","구도"
"11507","무명도로-38949","일반도로","기타","소로","6m미만","구도"
"11508","무명도로-38951","일반도로","기타","소로","6m미만","구도"
"11509","무명도로-38954","일반도로","기타","소로","6m미만","구도"
"11510","무명도로-38968","일반도로","기타","소로","6m미만","구도"
"11511","무명도로-38969","일반도로","기타","소로","6m미만","구도"
"11512","무명도로-38978","일반도로","기타","소로","6m미만","구도"
"11513","무명도로-38979","일반도로","기타","소로","6m미만","구도"
"11514","무명도로-38980","일반도로","기타","소로","6m미만","구도"
"11515","무명도로-38981","일반도로","기타","소로","6m미만","구도"
"11516","무명도로-38983","일반도로","기타","소로","6m미만","구도"
"11517","무명도로-38990","일반도로","기타","소로","6m미만","구도"
"11518","무명도로-38992","일반도로","기타","소로","6m미만","구도"
"11519","무명도로-38994","일반도로","기타","소로","6m미만","구도"
"11520","무명도로-39000","일반도로","기타","소로","6m미만","구도"
"11521","무명도로-39001","일반도로","기타","소로","6m미만","구도"
"11522","무명도로-39005","일반도로","기타","소로","6m미만","구도"
"11523","무명도로-39006","일반도로","기타","소로","6m미만","구도"
"11524","무명도로-39009","일반도로","기타","소로","6m미만","구도"
"11525","무명도로-39011","일반도로","기타","소로","6m미만","구도"
"11526","무명도로-39013","일반도로","기타","소로","6m미만","구도"
"11527","무명도로-39017","일반도로","기타","소로","6m미만","구도"
"11528","무명도로-39019","일반도로","기타","소로","6m미만","구도"
"11529","무명도로-39022","일반도로","기타","소로","6m미만","구도"
"11530","무명도로-39029","일반도로","기타","소로","6m미만","구도"
"11531","무명도로-39032","일반도로","기타","소로","6m미만","구도"
"11532","무명도로-39041","일반도로","기타","소로","6m미만","구도"
"11533","무명도로-39044","일반도로","기타","소로","6m미만","구도"
"11534","무명도로-39045","일반도로","기타","소로","6m미만","구도"
"11535","무명도로-39046","일반도로","기타","소로","6m미만","구도"
"11536","무명도로-39050","일반도로","기타","소로","6m미만","구도"
"11537","무명도로-39082","일반도로","기타","소로","6m미만","구도"
"11538","무명도로-39109","일반도로","기타","소로","6m미만","구도"
"11539","무명도로-39117","일반도로","기타","소로","6m미만","구도"
"11540","무명도로-39118","일반도로","기타","소로","6m미만","구도"
"11541","무명도로-39125","일반도로","기타","소로","6m미만","구도"
